formula,id,energy,stability,structure
LiMg,mp-1094982,-0.018473590833333,0.0337392825,"Full Formula (Li1 Mg1)
Reduced Formula: LiMg
abc   :   3.108498   3.108498   5.025468
angles:  90.000000  90.000000 120.000186
pbc   :       True       True       True
Sites (2)
  #  SP            a         b     c    magmom
---  ----  ---------  --------  ----  --------
  0  Li    -0         0         -0       0.001
  1  Mg     0.666667  0.333333   0.5     0.001"
LiMg2,mp-1094156,-0.019914033888888003,0.035836228333333005,"Full Formula (Li2 Mg4)
Reduced Formula: LiMg2
abc   :   5.414996   5.414996   5.046845
angles:  90.000000  90.000000 119.999986
pbc   :       True       True       True
Sites (6)
  #  SP            a         b     c    magmom
---  ----  ---------  --------  ----  --------
  0  Li     0.666667  0.333333   0.5         0
  1  Li     0.333333  0.666667   0.5         0
  2  Mg     0.661457  0          0          -0
  3  Mg     0.338543  0.338543  -0          -0
  4  Mg     0         0.661457   0          -0
  5  Mg    -0         0          0.5         0"
LiMg5,mp-1094558,-0.015064968611111002,0.012810162500000001,"Full Formula (Li1 Mg5)
Reduced Formula: LiMg5
abc   :   5.472994   5.472994   5.069956
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (6)
  #  SP            a          b     c    magmom
---  ----  ---------  ---------  ----  --------
  0  Li    -0          0          0.5         0
  1  Mg    -0          0.671421   0          -0
  2  Mg     0.671421  -0          0          -0
  3  Mg     0.328579   0.328579  -0          -0
  4  Mg     0.666667   0.333333   0.5        -0
  5  Mg     0.333333   0.666667   0.5        -0"
LiMg2,mp-1094582,-0.017471555555555,0.038278706666667,"Full Formula (Li2 Mg4)
Reduced Formula: LiMg2
abc   :   3.159094   3.159094  14.970791
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (6)
  #  SP           a         b        c    magmom
---  ----  --------  --------  -------  --------
  0  Li    0.666667  0.333333  0.75            0
  1  Li    0.333333  0.666667  0.25            0
  2  Mg    0.333333  0.666667  0.91403         0
  3  Mg    0.333333  0.666667  0.58597         0
  4  Mg    0.666667  0.333333  0.41403         0
  5  Mg    0.666667  0.333333  0.08597         0"
LiMg3,mp-1094602,-0.024017977916666003,0.01779471875,"Full Formula (Li2 Mg6)
Reduced Formula: LiMg3
abc   :   6.271042   6.271042   5.064947
angles:  90.000000  90.000000 120.000005
pbc   :       True       True       True
Sites (8)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.333333  0.666667  0.25         0
  1  Li    0.666667  0.333333  0.75         0
  2  Mg    0.832631  0.167369  0.25         0
  3  Mg    0.832631  0.665262  0.25         0
  4  Mg    0.334738  0.167369  0.25         0
  5  Mg    0.665262  0.832631  0.75         0
  6  Mg    0.167369  0.832631  0.75         0
  7  Mg    0.167369  0.334738  0.75         0"
LiMg3,mp-1094670,-0.007837525416666,0.033975171250000005,"Full Formula (Li1 Mg3)
Reduced Formula: LiMg3
abc   :   4.411069   4.411069   4.411069
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Li    0    0    0          -0
  1  Mg    0.5  0.5  0           0
  2  Mg    0.5  0    0.5         0
  3  Mg    0    0.5  0.5         0"
LiMg,mp-1094889,-0.045694330833333005,0.006518542499999,"Full Formula (Li1 Mg1)
Reduced Formula: LiMg
abc   :   3.415326   3.415326   3.415326
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Li    0    0    0          -0
  1  Mg    0.5  0.5  0.5        -0"
LiMg3,mp-1094603,-0.019239695833333,0.022573000833333003,"Full Formula (Li4 Mg12)
Reduced Formula: LiMg3
abc   :   6.967370   6.967371   6.967371
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Li    0.5   0     0           -0
  1  Li    0.5   0.5   0.5         -0
  2  Li    0     0     0.5         -0
  3  Li    0     0.5   0           -0
  4  Mg    0     0     0           -0
  5  Mg    0.25  0.25  0.25         0
  6  Mg    0.25  0.25  0.75         0
  7  Mg    0     0.5   0.5         -0
  8  Mg    0.25  0.75  0.75         0
  9  Mg    0.25  0.75  0.25         0
 10  Mg    0.5   0     0.5         -0
 11  Mg    0.75  0.25  0.75         0
 12  Mg    0.75  0.25  0.25         0
 13  Mg    0.5   0.5   0           -0
 14  Mg    0.75  0.75  0.25         0
 15  Mg    0.75  0.75  0.75         0"
LiMg3,mp-1016222,-0.020504535416666,0.021308161249999003,"Full Formula (Li1 Mg3)
Reduced Formula: LiMg3
abc   :   3.169856   5.049862   5.409729
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a    b         c    magmom
---  ----  ---  ---  --------  --------
  0  Li    0.5  0    0.167795         0
  1  Mg    0    0    0.66836          0
  2  Mg    0    0.5  0.329604        -0
  3  Mg    0.5  0.5  0.834241        -0"
LiMg,mp-1094573,-0.021892674166667,0.030320199166666003,"Full Formula (Li3 Mg3)
Reduced Formula: LiMg
abc   :   8.121811   8.121811   5.051346
angles:  90.000000  90.000000 157.672350
pbc   :       True       True       True
Sites (6)
  #  SP            a         b     c    magmom
---  ----  ---------  --------  ----  --------
  0  Li    -9.3e-05   9.3e-05    0          -0
  1  Li     0.665172  0.334828  -0           0
  2  Li     0.445559  0.554441   0.5         0
  3  Mg     0.33367   0.66633    0          -0
  4  Mg     0.109987  0.890013   0.5         0
  5  Mg     0.779036  0.220964   0.5        -0"
LiMg,mp-1094575,-0.027691496666667002,0.024521376666666,"Full Formula (Li3 Mg3)
Reduced Formula: LiMg
abc   :   8.107714   8.107714   5.036497
angles:  90.000000  90.000000 157.240731
pbc   :       True       True       True
Sites (6)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  Li    0.998595  0.001405  0          -0
  1  Li    0.665244  0.334756  0           0
  2  Li    0.111614  0.888386  0.5         0
  3  Mg    0.332475  0.667525  0          -0
  4  Mg    0.449959  0.550041  0.5        -0
  5  Mg    0.775446  0.224554  0.5        -0"
LiMg2,mp-1094587,-0.015943108888889,0.039807153333333005,"Full Formula (Li2 Mg4)
Reduced Formula: LiMg2
abc   :   8.323823   8.323823   5.008679
angles:  90.000000  90.000000 158.193635
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.110846  0.889154   0.5         0
  1  Li    0.777572  0.222428   0.5         0
  2  Mg    0.001952  0.998048   0          -0
  3  Mg    0.331442  0.668558   0           0
  4  Mg    0.667255  0.332745  -0           0
  5  Mg    0.444265  0.555735   0.5         0"
LiMg,mp-1094594,-0.028386624166667002,0.023826249166666,"Full Formula (Li3 Mg3)
Reduced Formula: LiMg
abc   :   5.364403   5.364403   5.017741
angles:  90.000000  90.000000 119.726463
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.333707  0.333707  -0          -0
  1  Li    0.667505  0.334163   0.5        -0
  2  Li    0.334163  0.667505   0.5        -0
  3  Mg    0.660935  0.998187   0           0
  4  Mg    0.998187  0.660935   0           0
  5  Mg    0.005502  0.005502   0.5        -0"
LiMg5,mp-1094599,-0.015540670277777,0.012334460833333002,"Full Formula (Li1 Mg5)
Reduced Formula: LiMg5
abc   :   8.304608   8.304608   5.121133
angles:  90.000000  90.000000 158.144435
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.777759  0.222241   0.5        -0
  1  Mg    0.99989   0.00011   -0           0
  2  Mg    0.331853  0.668147  -0           0
  3  Mg    0.668319  0.331681   0          -0
  4  Mg    0.112952  0.887048   0.5        -0
  5  Mg    0.442559  0.557441   0.5         0"
LiMg,mp-976239,-0.049893180833333,0.002319692499999,"Full Formula (Li3 Mg3)
Reduced Formula: LiMg
abc   :   7.590358   7.590358   4.922268
angles:  90.000000  90.000000 154.877119
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.691657  0.308343  -0           0
  1  Li    0.528757  0.471243   0.5        -0
  2  Li    0.866232  0.133768   0.5         0
  3  Mg    0.029904  0.970096  -0           0
  4  Mg    0.35358   0.64642    0           0
  5  Mg    0.196544  0.803456   0.5        -0"
LiMg3,mp-1094596,-0.019073682916666,0.022739013749999003,"Full Formula (Li1 Mg3)
Reduced Formula: LiMg3
abc   :   5.956162   5.956162   5.956162
angles: 149.438637 125.490225  63.790849
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.831628  0.5       0.331628         0
  1  Mg    0.335445  0         0.335445         0
  2  Mg    0.750697  0.750901  0.999796         0
  3  Mg    0.248895  0.249099  0.999796         0"
LiMg,mp-1094589,-0.027832144166666004,0.024380729166666,"Full Formula (Li3 Mg3)
Reduced Formula: LiMg
abc   :   5.337326   5.337326   5.832424
angles:  64.008523  64.008523  60.952814
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.993037  0.335374  0.003175        -0
  1  Li    0.664626  0.006963  0.996825        -0
  2  Li    0.505058  0.494942  0.5             -0
  3  Mg    0.332757  0.667243  0                0
  4  Mg    0.169087  0.164567  0.498574        -0
  5  Mg    0.835433  0.830913  0.501426        -0"
LiMg,mp-1094675,-0.025355513333332,0.026857360000000004,"Full Formula (Li2 Mg2)
Reduced Formula: LiMg
abc   :   3.052391   5.025685   5.380485
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP       a     b         c    magmom
---  ----  ----  ----  --------  --------
  0  Li     0.5  0.75  0.334379         0
  1  Li     0.5  0.25  0.665621         0
  2  Mg    -0    0.75  0.82873         -0
  3  Mg    -0    0.25  0.17127         -0"
LiMg,mp-1185370,-0.050261855833332,0.0019510175000000002,"Full Formula (Li2 Mg2)
Reduced Formula: LiMg
abc   :   3.340249   4.912625   4.933959
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a     b         c    magmom
---  ----  ---  ----  --------  --------
  0  Li    0    0.75  0.742883         0
  1  Li    0    0.25  0.257117         0
  2  Mg    0.5  0.25  0.756127         0
  3  Mg    0.5  0.75  0.243873         0"
LiMg2,mp-1094574,-0.017338147222221,0.038412115000000004,"Full Formula (Li2 Mg4)
Reduced Formula: LiMg2
abc   :   8.275121   8.275121   5.139652
angles:  90.000000  90.000000 158.323692
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.279018  0.720982  0.25         0
  1  Li    0.720982  0.279018  0.75         0
  2  Mg    0.614482  0.385518  0.25        -0
  3  Mg    0.942862  0.057138  0.25         0
  4  Mg    0.057138  0.942862  0.75         0
  5  Mg    0.385518  0.614482  0.75        -0"
LiMg2,mp-1094579,-0.021353167222221,0.034397095,"Full Formula (Li2 Mg4)
Reduced Formula: LiMg2
abc   :   8.247798   8.247798   5.017376
angles:  90.000000  90.000000 158.047318
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.444437  0.555563  0.25        -0
  1  Li    0.555563  0.444437  0.75        -0
  2  Mg    0.105881  0.894119  0.25        -0
  3  Mg    0.779228  0.220772  0.25        -0
  4  Mg    0.220772  0.779228  0.75        -0
  5  Mg    0.894119  0.105881  0.75        -0"
LiMg2,mp-1094593,-0.028244118888888003,0.027506143333333004,"Full Formula (Li2 Mg4)
Reduced Formula: LiMg2
abc   :   5.400661   5.400661   5.052332
angles:  90.000000  90.000000 120.353729
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.667158  0.667158  0.75         0
  1  Li    0.332842  0.332842  0.25         0
  2  Mg    0.00567   0.334329  0.75        -0
  3  Mg    0.334329  0.00567   0.75        -0
  4  Mg    0.665671  0.99433   0.25        -0
  5  Mg    0.99433   0.665671  0.25        -0"
LiMg2,mp-973374,-0.027171890555555002,0.028578371666666002,"Full Formula (Li2 Mg4)
Reduced Formula: LiMg2
abc   :   8.262477   8.262477   5.027622
angles:  90.000000  90.000000 158.122793
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.610836  0.389164  0.25         0
  1  Li    0.389164  0.610836  0.75         0
  2  Mg    0.277837  0.722163  0.25         0
  3  Mg    0.9447    0.0553    0.25         0
  4  Mg    0.722163  0.277837  0.75         0
  5  Mg    0.0553    0.9447    0.75         0"
LiMg,mp-1222270,-0.033065280833333,0.019147592499999002,"Full Formula (Li1 Mg1)
Reduced Formula: LiMg
abc   :   3.005911   3.005911   4.888413
angles:  90.000000  90.000000 109.976792
pbc   :       True       True       True
Sites (2)
  #  SP       a    b     c    magmom
---  ----  ----  ---  ----  --------
  0  Li    -0    0    -0           0
  1  Mg     0.5  0.5   0.5         0"
LiMg,mp-2362485,-0.045418166666667,0.006794706666666,"Full Formula (Li3 Mg3)
Reduced Formula: LiMg
abc   :   7.540307   7.540307   4.899577
angles:  90.000000  90.000000 153.934069
pbc   :       True       True       True
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0.694063  0.305937  -0           0
  1  Li    0.525135  0.474865   0.5        -0
  2  Li    0.864558  0.135442   0.5         0
  3  Mg    0.032     0.968     -0          -0
  4  Mg    0.356178  0.643822   0           0
  5  Mg    0.194739  0.805261   0.5         0"
LiMg2,mp-2034417,-0.051083655555555,0.004666606666666,"Full Formula (Li2 Mg4)
Reduced Formula: LiMg2
abc   :   5.858441   5.858441   6.989714
angles:  72.705777  72.705777  32.847350
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.501537  0.501537  0.248678         0
  1  Li    0.498463  0.498463  0.751322         0
  2  Mg    0.84063   0.84063   0.080262        -0
  3  Mg    0.158531  0.158531  0.421837        -0
  4  Mg    0.841469  0.841469  0.578163        -0
  5  Mg    0.15937   0.15937   0.919738        -0"
LiMg,mp-1185380,-0.05221287333333301,0.0,"Full Formula (Li2 Mg2)
Reduced Formula: LiMg
abc   :   5.695203   5.695203   4.899455
angles:  64.691800  64.691800  34.475402
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.633299  0.633299  0.616459     0.001
  1  Li    0.366701  0.366701  0.383541     0.001
  2  Mg    0.884604  0.884604  0.864545    -0
  3  Mg    0.115396  0.115396  0.135455    -0"
LiMg2,mp-1094604,-0.024998695555555003,0.030751566666666,"Full Formula (Li2 Mg4)
Reduced Formula: LiMg2
abc   :   5.933601   5.933601   7.339676
angles:  74.991798  74.991798  31.053591
pbc   :       True       True       True
Sites (6)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Li     0.613313   0.613313  0.273636         0
  1  Li     0.94663    0.94663   0.60668          0
  2  Mg    -0.001038  -0.001038  0.006707         0
  3  Mg     0.330379   0.330379  0.340083        -0
  4  Mg     0.662658   0.662658  0.667877        -0
  5  Mg     0.281393   0.281393  0.938349        -0"
LiMg5,mp-1094609,-0.015599096944444002,0.012276034166666,"Full Formula (Li1 Mg5)
Reduced Formula: LiMg5
abc   :   5.972303   5.972303   7.479109
angles:  75.972421  75.972421  30.604635
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.610765  0.610765  0.279052         0
  1  Mg    0.001713  0.001713  0.004765         0
  2  Mg    0.331279  0.331279  0.331848        -0
  3  Mg    0.946163  0.946163  0.605811        -0
  4  Mg    0.666057  0.666057  0.66523         -0
  5  Mg    0.277357  0.277357  0.946628         0"
LiMg,mp-1100190,-0.021480803333333003,0.03073207,"Full Formula (Li3 Mg3)
Reduced Formula: LiMg
abc   :   5.832647   5.832647   7.420963
angles:  73.762651  73.762651  31.306728
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.611512  0.611512  0.277047        -0
  1  Li    0.332765  0.332765  0.334627        -0
  2  Li    0.945816  0.945816  0.608419        -0
  3  Mg    0.997504  0.997504  0.008875        -0
  4  Mg    0.666821  0.666821  0.66088         -0
  5  Mg    0.278914  0.278914  0.943484        -0"
LiMg,mp-976244,-0.046131332500000004,0.0060815408333330006,"Full Formula (Li3 Mg3)
Reduced Formula: LiMg
abc   :   5.720285   5.720285   6.746465
angles:  72.607846  72.607846  35.387538
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.970521  0.970521  0.051711         0
  1  Li    0.632546  0.632546  0.72792          0
  2  Li    0.981611  0.981611  0.55614         -0
  3  Mg    0.308162  0.308162  0.876006        -0
  4  Mg    0.309982  0.309982  0.3973           0
  5  Mg    0.630512  0.630512  0.224256         0"
